day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;38900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;38900;KELP;2019;32;;;;;2021;7;2022;2;2023;30;2020.0;143.640625
-1;39000;RAINFOREST_RESIN;9995;23;;;;;10002;9;10005;23;;;9998.5;-48.0
-1;39000;KELP;2019;23;;;;;2023;23;;;;;2021.0;139.09375
-1;39100;KELP;2020;25;;;;;2023;25;;;;;2021.5;128.57421875
-1;39100;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;-48.0
-1;39200;KELP;2020;30;;;;;2022;2;2023;30;;;2021.0;126.15625
-1;39200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;39300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;39300;KELP;2020;27;;;;;2023;27;;;;;2021.5;122.7109375
-1;39400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;39400;KELP;2020;31;;;;;2022;5;2023;31;;;2021.0;130.6953125
-1;39500;KELP;2019;27;;;;;2021;3;2022;27;;;2020.0;149.16015625
-1;39500;RAINFOREST_RESIN;9995;27;;;;;9998;1;10002;2;10005;27;9996.5;-48.0
-1;39600;KELP;2021;4;2019;23;;;2023;23;;;;;2022.0;141.5078125
-1;39600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;39700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;39700;KELP;2019;28;;;;;2022;2;2023;22;;;2020.5;143.50390625
-1;39800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;39800;KELP;2019;28;;;;;2022;1;2023;27;;;2020.5;143.6484375
-1;39900;KELP;2019;31;;;;;2022;31;;;;;2020.5;149.92578125
-1;39900;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;-48.0
-1;40000;KELP;2018;22;;;;;2022;22;;;;;2020.0;157.69140625
-1;40000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;40100;RAINFOREST_RESIN;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;-48.0
-1;40100;KELP;2019;31;;;;;2022;31;;;;;2020.5;150.265625
-1;40200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;40200;KELP;2019;1;2018;28;;;2022;29;;;;;2020.5;158.08984375
-1;40300;KELP;2019;22;;;;;2022;22;;;;;2020.5;154.90625
-1;40300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;-48.0
-1;40400;KELP;2018;24;;;;;2022;24;;;;;2020.0;160.60546875
-1;40400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;40500;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;-48.0
-1;40500;KELP;2019;1;2018;27;;;2022;29;;;;;2020.5;158.94140625
-1;40600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;40600;KELP;2019;4;2018;26;;;2022;26;;;;;2020.5;162.05859375
-1;40700;KELP;2018;22;;;;;2021;22;;;;;2019.5;175.01171875
-1;40700;RAINFOREST_RESIN;9998;7;9996;2;9995;20;10004;2;10005;20;;;10001.0;-48.0
-1;40800;KELP;2018;27;;;;;2021;27;;;;;2019.5;169.6640625
-1;40800;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;40900;RAINFOREST_RESIN;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;40900;KELP;2017;28;;;;;2021;28;;;;;2019.0;183.2734375
-1;41000;RAINFOREST_RESIN;9995;21;;;;;10002;10;10005;21;;;9998.5;-48.0
-1;41000;KELP;2018;20;;;;;2020;3;2021;21;;;2019.0;172.87890625
-1;41100;KELP;2018;24;;;;;2021;27;;;;;2019.5;173.9296875
-1;41100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;41200;KELP;2018;29;;;;;2021;29;;;;;2019.5;174.25
-1;41200;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;41300;RAINFOREST_RESIN;9998;2;9996;1;9995;24;10004;1;10005;24;;;10001.0;-48.0
-1;41300;KELP;2017;25;;;;;2019;4;2021;25;;;2018.0;185.8828125
-1;41400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10000;4;10004;2;10005;23;9999.0;-48.0
-1;41400;KELP;2017;25;;;;;2018;4;2019;5;2020;25;2017.5;201.23828125
-1;41500;KELP;2017;22;;;;;2019;1;2021;22;;;2018.0;191.33984375
-1;41500;RAINFOREST_RESIN;9998;8;9996;2;9995;20;10004;2;10005;20;;;10001.0;-48.0
-1;41600;KELP;2017;23;;;;;2019;7;2020;1;2021;22;2018.0;192.609375
-1;41600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;-48.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;189.265625
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;181.74609375
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;180.83984375
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;-48.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;177.5390625
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;-48.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;176.1171875
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;-48.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;175.06640625
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;173.9140625
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;165.78515625
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;-48.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;166.41796875
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;164.484375
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;171.6796875
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;166.80859375
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;162.19921875
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;152.5078125
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;144.63671875
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;150.1328125
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;150.25390625
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;147.12109375
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;145.55078125
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;148.328125
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;-48.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;146.2890625
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;142.953125
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;146.984375
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;-48.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;142.6484375
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;153.453125
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;-48.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;154.51171875
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;152.9921875
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;-48.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;171.0234375
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;170.08984375
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;166.1171875
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;167.14453125
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;-48.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;-48.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;171.5625
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;173.1796875
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;-48.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;172.74609375
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;167.96875
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;168.95703125
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;180.0
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;-48.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;186.62109375
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;184.71484375
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;-48.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;-48.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;182.55078125
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;182.25390625
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;180.84375
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;174.80078125
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;171.17578125
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;169.17578125
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;-48.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;-48.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;179.37109375
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;185.171875
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-48.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;179.9609375
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;181.328125
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;-48.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;179.19140625
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;-48.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;170.08984375
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;164.13671875
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;169.4609375
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;167.68359375
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;-48.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;169.4375
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;-48.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;168.7734375
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;166.859375
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;-48.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;162.17578125
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;-48.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;-48.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;162.7109375
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;158.55859375
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;157.6015625
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;-48.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;156.3671875
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;-48.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;-48.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;155.953125
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;156.40625
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;160.734375
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;-48.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;163.22265625
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;-48.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;-48.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;177.93359375
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;-48.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;174.98046875
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;176.12890625
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;-48.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;175.73828125
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-48.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;177.09765625
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;170.91015625
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;168.5234375
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;170.42578125
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;164.59375
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;169.2734375
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;172.78125
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;-48.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;177.12890625
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;171.25390625
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;168.0390625
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;169.90625
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;152.390625
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;-48.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;156.609375
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;160.6640625
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;165.5625
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;154.046875
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;-48.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;150.515625
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;-48.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;151.234375
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;152.5390625
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;149.59375
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;-48.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;146.8046875
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;-48.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;141.484375
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;139.0859375
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;51000;KELP;2020;28;;;;;2023;28;;;;;2021.5;142.4921875
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;1;10005;25;;;10001.0;-48.0
-1;51100;KELP;2020;26;;;;;2023;26;;;;;2021.5;135.2109375
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;51200;KELP;2020;30;;;;;2023;30;;;;;2021.5;139.8828125
-1;51300;KELP;2020;25;;;;;2023;25;;;;;2021.5;126.6171875
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;51400;KELP;2020;30;;;;;2023;30;;;;;2021.5;134.28125
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;3;10005;30;;;9998.5;-48.0
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;51500;KELP;2022;1;2020;30;;;2023;30;;;;;2022.5;135.15625
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;1;10004;2;10005;22;10001.0;-48.0
-1;51600;KELP;2021;5;2020;24;;;2023;24;;;;;2022.0;133.2890625
-1;51700;KELP;2020;16;;;;;2023;20;;;;;2021.5;139.0859375
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;51800;KELP;2020;1;2019;24;;;2023;25;;;;;2021.5;147.2109375
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;51900;KELP;2021;4;2019;24;;;2023;24;;;;;2022.0;154.5390625
-1;52000;RAINFOREST_RESIN;9998;3;9995;29;;;10005;29;;;;;10001.5;-48.0
-1;52000;KELP;2019;29;;;;;2021;6;2023;29;;;2020.0;150.3359375
-1;52100;KELP;2019;21;;;;;2023;21;;;;;2021.0;149.5625
-1;52100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;52200;KELP;2019;31;;;;;2023;31;;;;;2021.0;156.078125
-1;52200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;52300;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;-48.0
-1;52300;KELP;2022;1;2019;28;;;2023;28;;;;;2022.5;152.3125
-1;52400;RAINFOREST_RESIN;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;-48.0
-1;52400;KELP;2020;30;;;;;2023;30;;;;;2021.5;135.671875
-1;52500;KELP;2022;1;2020;28;;;2023;28;;;;;2022.5;137.7578125
-1;52500;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;-48.0
-1;52600;RAINFOREST_RESIN;9998;1;9996;1;9995;22;10000;4;10004;1;10005;22;9999.0;-48.0
-1;52600;KELP;2020;1;2019;22;;;2021;4;2023;23;;;2020.5;150.703125
-1;52700;KELP;2019;26;;;;;2023;27;;;;;2021.0;156.546875
-1;52700;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;52800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;52800;KELP;2019;26;;;;;2023;26;;;;;2021.0;147.21875
-1;52900;KELP;2020;30;;;;;2023;30;;;;;2021.5;145.9765625
-1;52900;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;53000;RAINFOREST_RESIN;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;-48.0
-1;53000;KELP;2020;21;;;;;2023;21;;;;;2021.5;139.8828125
-1;53100;KELP;2019;24;;;;;2023;24;;;;;2021.0;153.203125
-1;53100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;53200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;53200;KELP;2022;1;2019;31;;;2023;31;;;;;2022.5;151.515625
-1;53300;KELP;2020;29;;;;;2023;29;;;;;2021.5;145.640625
-1;53300;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;53400;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;-48.0
-1;53400;KELP;2020;25;;;;;2023;25;;;;;2021.5;137.171875
-1;53500;KELP;2020;23;;;;;2023;23;;;;;2021.5;141.625
-1;53500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;1;10004;2;10005;21;9999.0;-48.0
-1;53600;RAINFOREST_RESIN;9995;24;;;;;9998;9;10005;24;;;9996.5;-48.0
-1;53600;KELP;2020;24;;;;;2023;24;;;;;2021.5;146.1484375
-1;53700;KELP;2019;30;;;;;2023;30;;;;;2021.0;150.5703125
-1;53700;RAINFOREST_RESIN;9998;1;9995;30;;;10005;30;;;;;10001.5;-48.0
-1;53800;RAINFOREST_RESIN;10002;3;9995;30;;;10005;30;;;;;10003.5;-48.0
-1;53800;KELP;2019;30;;;;;2023;30;;;;;2021.0;151.359375
-1;53900;KELP;2019;27;;;;;2023;27;;;;;2021.0;153.6484375
